"REG","Region","LOCATION","Country","INC","Income group","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"ECA","Europe and Central Asia","DNK","Denmark","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ECA","Europe and Central Asia","DNK","Denmark","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","FIN","Finland","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.11,,
"ECA","Europe and Central Asia","FIN","Finland","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.3,,
"ECA","Europe and Central Asia","FIN","Finland","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","FIN","Finland","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","FIN","Finland","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","FRA","France","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.07,,
"ECA","Europe and Central Asia","FRA","France","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.26,,
"ECA","Europe and Central Asia","FRA","France","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ECA","Europe and Central Asia","FRA","France","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","FRA","France","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","DEU","Germany","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.2,,
"ECA","Europe and Central Asia","DEU","Germany","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.22,,
"ECA","Europe and Central Asia","DEU","Germany","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ECA","Europe and Central Asia","DEU","Germany","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","DEU","Germany","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ECA","Europe and Central Asia","GRC","Greece","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.19,,
"ECA","Europe and Central Asia","GRC","Greece","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","GRC","Greece","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","GRC","Greece","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","HUN","Hungary","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ECA","Europe and Central Asia","HUN","Hungary","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.21,,
"ECA","Europe and Central Asia","HUN","Hungary","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ECA","Europe and Central Asia","HUN","Hungary","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ECA","Europe and Central Asia","HUN","Hungary","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ECA","Europe and Central Asia","ISL","Iceland","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.22,,
"ECA","Europe and Central Asia","ISL","Iceland","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ECA","Europe and Central Asia","ISL","Iceland","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ECA","Europe and Central Asia","ISL","Iceland","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","IRL","Ireland","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.15,,
"ECA","Europe and Central Asia","IRL","Ireland","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ECA","Europe and Central Asia","IRL","Ireland","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","IRL","Ireland","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","ITA","Italy","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.07,,
"ECA","Europe and Central Asia","ITA","Italy","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.19,,
"ECA","Europe and Central Asia","ITA","Italy","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","ITA","Italy","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","ITA","Italy","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"EAP","East Asia and the Pacific","JPN","Japan","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.14,,
"EAP","East Asia and the Pacific","JPN","Japan","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.15,,
"EAP","East Asia and the Pacific","JPN","Japan","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"EAP","East Asia and the Pacific","JPN","Japan","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"EAP","East Asia and the Pacific","JPN","Japan","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"EAP","East Asia and the Pacific","KOR","Korea","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.19,,
"EAP","East Asia and the Pacific","KOR","Korea","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"EAP","East Asia and the Pacific","KOR","Korea","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"EAP","East Asia and the Pacific","KOR","Korea","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","LUX","Luxembourg","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.22,,
"ECA","Europe and Central Asia","LUX","Luxembourg","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ECA","Europe and Central Asia","LUX","Luxembourg","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","LUX","Luxembourg","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"LAC","Latin America and the Caribbean","MEX","Mexico","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"LAC","Latin America and the Caribbean","MEX","Mexico","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.47,,
"LAC","Latin America and the Caribbean","MEX","Mexico","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"LAC","Latin America and the Caribbean","MEX","Mexico","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"LAC","Latin America and the Caribbean","MEX","Mexico","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ECA","Europe and Central Asia","NLD","Netherlands","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ECA","Europe and Central Asia","NLD","Netherlands","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.25,,
"ECA","Europe and Central Asia","NLD","Netherlands","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ECA","Europe and Central Asia","NLD","Netherlands","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ECA","Europe and Central Asia","NLD","Netherlands","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"EAP","East Asia and the Pacific","NZL","New Zealand","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"EAP","East Asia and the Pacific","NZL","New Zealand","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.33,,
"EAP","East Asia and the Pacific","NZL","New Zealand","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"EAP","East Asia and the Pacific","NZL","New Zealand","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"EAP","East Asia and the Pacific","NZL","New Zealand","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","NOR","Norway","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.11,,
"ECA","Europe and Central Asia","NOR","Norway","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.27,,
"ECA","Europe and Central Asia","NOR","Norway","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ECA","Europe and Central Asia","NOR","Norway","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ECA","Europe and Central Asia","NOR","Norway","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ECA","Europe and Central Asia","POL","Poland","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.1,,
"ECA","Europe and Central Asia","POL","Poland","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.13,,
"ECA","Europe and Central Asia","POL","Poland","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","POL","Poland","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","POL","Poland","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ECA","Europe and Central Asia","PRT","Portugal","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.19,,
"ECA","Europe and Central Asia","PRT","Portugal","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ECA","Europe and Central Asia","PRT","Portugal","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"ECA","Europe and Central Asia","PRT","Portugal","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","SVK","Slovak Republic","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.23,,
"ECA","Europe and Central Asia","SVK","Slovak Republic","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","SVK","Slovak Republic","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","SVK","Slovak Republic","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ECA","Europe and Central Asia","ESP","Spain","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.1,,
"ECA","Europe and Central Asia","ESP","Spain","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.13,,
"ECA","Europe and Central Asia","ESP","Spain","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","ESP","Spain","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","ESP","Spain","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","SWE","Sweden","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"ECA","Europe and Central Asia","SWE","Sweden","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.28,,
"ECA","Europe and Central Asia","SWE","Sweden","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ECA","Europe and Central Asia","SWE","Sweden","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","SWE","Sweden","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ECA","Europe and Central Asia","CHE","Switzerland","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"ECA","Europe and Central Asia","CHE","Switzerland","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.1,,
"ECA","Europe and Central Asia","CHE","Switzerland","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ECA","Europe and Central Asia","CHE","Switzerland","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","CHE","Switzerland","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","TUR","Turkey","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","TUR","Turkey","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.42,,
"ECA","Europe and Central Asia","TUR","Turkey","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","TUR","Turkey","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","TUR","Turkey","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ECA","Europe and Central Asia","GBR","United Kingdom","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"ECA","Europe and Central Asia","GBR","United Kingdom","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.29,,
"ECA","Europe and Central Asia","GBR","United Kingdom","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","GBR","United Kingdom","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"ECA","Europe and Central Asia","GBR","United Kingdom","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"NA","North America","USA","United States","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.13,,
"NA","North America","USA","United States","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.36,,
"NA","North America","USA","United States","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"NA","North America","USA","United States","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"NA","North America","USA","United States","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"SA","South Asia","AFG","Afghanistan","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.9,,
"SA","South Asia","AFG","Afghanistan","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"SA","South Asia","AFG","Afghanistan","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"SA","South Asia","AFG","Afghanistan","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ECA","Europe and Central Asia","ALB","Albania","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.3,,
"ECA","Europe and Central Asia","ALB","Albania","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.31,,
"ECA","Europe and Central Asia","ALB","Albania","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","ALB","Albania","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ECA","Europe and Central Asia","ALB","Albania","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"MENA","Middle East and North Africa","DZA","Algeria","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.52,,
"MENA","Middle East and North Africa","DZA","Algeria","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"MENA","Middle East and North Africa","DZA","Algeria","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"MENA","Middle East and North Africa","DZA","Algeria","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","AGO","Angola","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.78,,
"SSA","Sub-Saharan Africa","AGO","Angola","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"SSA","Sub-Saharan Africa","AGO","Angola","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","AGO","Angola","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"LAC","Latin America and the Caribbean","ARG","Argentina","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.04,,
"LAC","Latin America and the Caribbean","ARG","Argentina","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"LAC","Latin America and the Caribbean","ARG","Argentina","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"LAC","Latin America and the Caribbean","ARG","Argentina","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ECA","Europe and Central Asia","ARM","Armenia","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ECA","Europe and Central Asia","ARM","Armenia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.1,,
"ECA","Europe and Central Asia","ARM","Armenia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ECA","Europe and Central Asia","ARM","Armenia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ECA","Europe and Central Asia","ARM","Armenia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ECA","Europe and Central Asia","AZE","Azerbaijan","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.22,,
"ECA","Europe and Central Asia","AZE","Azerbaijan","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.14,,
"ECA","Europe and Central Asia","AZE","Azerbaijan","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","AZE","Azerbaijan","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ECA","Europe and Central Asia","AZE","Azerbaijan","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"MENA","Middle East and North Africa","BHR","Bahrain","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"MENA","Middle East and North Africa","BHR","Bahrain","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"MENA","Middle East and North Africa","BHR","Bahrain","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SA","South Asia","BGD","Bangladesh","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.33,,
"SA","South Asia","BGD","Bangladesh","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.53,,
"SA","South Asia","BGD","Bangladesh","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SA","South Asia","BGD","Bangladesh","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"SA","South Asia","BGD","Bangladesh","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ECA","Europe and Central Asia","BLR","Belarus","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.04,,
"ECA","Europe and Central Asia","BLR","Belarus","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.25,,
"ECA","Europe and Central Asia","BLR","Belarus","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","BLR","Belarus","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ECA","Europe and Central Asia","BLR","Belarus","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"SSA","Sub-Saharan Africa","BEN","Benin","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"SSA","Sub-Saharan Africa","BEN","Benin","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BEN","Benin","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","BEN","Benin","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SA","South Asia","BTN","Bhutan","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.68,,
"SA","South Asia","BTN","Bhutan","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"SA","South Asia","BTN","Bhutan","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"SA","South Asia","BTN","Bhutan","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"LAC","Latin America and the Caribbean","BOL","Bolivia","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"LAC","Latin America and the Caribbean","BOL","Bolivia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.64,,
"LAC","Latin America and the Caribbean","BOL","Bolivia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"LAC","Latin America and the Caribbean","BOL","Bolivia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"LAC","Latin America and the Caribbean","BOL","Bolivia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","BIH","Bosnia and Herzegovina","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.05,,
"ECA","Europe and Central Asia","BIH","Bosnia and Herzegovina","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","BIH","Bosnia and Herzegovina","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"ECA","Europe and Central Asia","BIH","Bosnia and Herzegovina","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"SSA","Sub-Saharan Africa","BWA","Botswana","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.17,,
"SSA","Sub-Saharan Africa","BWA","Botswana","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BWA","Botswana","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","BWA","Botswana","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"LAC","Latin America and the Caribbean","BRA","Brazil","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.15,,
"LAC","Latin America and the Caribbean","BRA","Brazil","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.31,,
"LAC","Latin America and the Caribbean","BRA","Brazil","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"LAC","Latin America and the Caribbean","BRA","Brazil","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"LAC","Latin America and the Caribbean","BRA","Brazil","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ECA","Europe and Central Asia","BGR","Bulgaria","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.21,,
"ECA","Europe and Central Asia","BGR","Bulgaria","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.23,,
"ECA","Europe and Central Asia","BGR","Bulgaria","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ECA","Europe and Central Asia","BGR","Bulgaria","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"ECA","Europe and Central Asia","BGR","Bulgaria","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.44,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.15,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","BFA","Burkina Faso","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","BDI","Burundi","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.73,,
"SSA","Sub-Saharan Africa","BDI","Burundi","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BDI","Burundi","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","BDI","Burundi","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"EAP","East Asia and the Pacific","KHM","Cambodia","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.46,,
"EAP","East Asia and the Pacific","KHM","Cambodia","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.14,,
"EAP","East Asia and the Pacific","KHM","Cambodia","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"EAP","East Asia and the Pacific","KHM","Cambodia","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.5,,
"EAP","East Asia and the Pacific","KHM","Cambodia","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"SSA","Sub-Saharan Africa","CMR","Cameroon","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.47,,
"SSA","Sub-Saharan Africa","CMR","Cameroon","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.51,,
"SSA","Sub-Saharan Africa","CMR","Cameroon","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","CMR","Cameroon","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","CMR","Cameroon","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","CAF","Central African Republic","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.8,,
"SSA","Sub-Saharan Africa","CAF","Central African Republic","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","CAF","Central African Republic","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","CAF","Central African Republic","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"SSA","Sub-Saharan Africa","TCD","Chad","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.62,,
"SSA","Sub-Saharan Africa","TCD","Chad","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.57,,
"SSA","Sub-Saharan Africa","TCD","Chad","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",1,,
"SSA","Sub-Saharan Africa","TCD","Chad","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0.75,,
"SSA","Sub-Saharan Africa","TCD","Chad","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"LAC","Latin America and the Caribbean","CHL","Chile","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"LAC","Latin America and the Caribbean","CHL","Chile","AIC","All income categories","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.36,,
"LAC","Latin America and the Caribbean","CHL","Chile","AIC","All income categories","RP_1_3","Laws on domestic violence","2014","2014",0,,
"LAC","Latin America and the Caribbean","CHL","Chile","AIC","All income categories","RP_1_4","Laws on rape","2014","2014",0,,
"LAC","Latin America and the Caribbean","CHL","Chile","AIC","All income categories","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"EAP","East Asia and the Pacific","CHN","China (People's Republic of)","AIC","All income categories","RP_1_1","Attitudes towards violence","2014","2014",0.49,,
